make,model,mileage,fuel-type,first-registration,price
bmw,135,156000,b,03-2013,18900
bmw,135,148900,b,03-2014,18990
bmw,135,33138,b,04-2021,42790
bmw,135,73000,b,03-2020,33820
bmw,135,46499,b,06-2020,33477
bmw,135,31485,b,06-2021,37490
bmw,135,19700,b,06-2022,36480
bmw,135,104537,b,03-2014,21980
bmw,135,27103,b,09-2022,36650
bmw,135,17763,b,01-2022,39440
bmw,135,46900,b,09-2021,31990
bmw,135,69900,b,02-2020,29950
bmw,135,25232,b,11-2021,38990
bmw,135,180000,b,09-2008,18200
bmw,135,57446,b,08-2020,32990
bmw,135,20910,b,08-2022,36890
bmw,135,110000,b,06-2012,25900
bmw,135,19000,b,05-2013,34950
bmw,135,43000,b,08-2022,39870
bmw,135,44516,b,06-2021,33990
bmw,135,140000,b,06-2008,18900
bmw,135,52400,b,01-2021,32890
bmw,135,37405,b,08-2021,34870
bmw,135,30454,b,06-2020,35930
bmw,135,27086,b,09-2022,37890
bmw,135,64160,b,05-2020,31800
bmw,135,13650,b,04-2023,39980
bmw,135,102350,b,03-2020,29930
bmw,135,48000,b,06-2020,32490
bmw,135,39452,b,05-2021,34949
bmw,135,14300,b,03-2023,41999
bmw,135,29900,b,05-2023,43860
bmw,135,24800,b,04-2023,39199
bmw,135,48401,b,04-2023,34950
bmw,135,26008,b,01-2023,38899
bmw,135,7411,b,04-2023,41747
bmw,135,44600,b,07-2021,36890
bmw,135,52809,b,06-2021,34930
bmw,135,20414,b,04-2021,34349
bmw,135,36188,b,06-2022,38995
bmw,135,6096,b,01-2023,41990
bmw,135,33000,b,07-2021,35900
bmw,135,97600,b,01-2013,20900
bmw,135,53342,b,05-2021,35890
bmw,135,44189,b,07-2020,36990
bmw,135,24729,b,04-2021,35990
bmw,135,152824,b,06-2013,21500
bmw,135,31311,b,05-2022,38490
bmw,135,37295,b,03-2021,33980
bmw,135,50340,b,06-2021,35880
bmw,135,44213,b,07-2021,33490
bmw,135,49850,b,07-2021,33990
bmw,135,48881,b,05-2023,36440
bmw,135,136300,b,08-2013,22000
bmw,135,85400,b,01-2021,31500
bmw,135,18940,b,12-2022,40900
bmw,135,2900,b,05-2023,44222
bmw,135,8260,b,03-2023,48970
bmw,135,48364,b,04-2023,36440
bmw,135,12121,b,04-2023,42930
bmw,135,33000,b,06-2020,32999
bmw,135,50996,b,11-2020,33990
bmw,135,62037,b,02-2021,35990
bmw,135,44884,b,06-2021,36180
bmw,135,13650,b,12-2022,39900
bmw,135,45632,b,07-2021,33480
bmw,135,48951,b,05-2021,37597
bmw,135,14872,b,04-2023,42900
bmw,135,156954,b,01-2013,19980
bmw,135,16617,b,05-2023,39390
bmw,135,6500,b,04-2023,44500
bmw,135,130200,b,04-2013,22690
bmw,135,89893,b,12-2019,30900
bmw,135,67963,b,05-2021,33890
bmw,135,77100,b,03-2021,31900
bmw,135,127000,b,03-2014,23000
bmw,135,10800,b,07-2020,40980
bmw,135,104537,b,03-2014,21980
bmw,135,50900,b,04-2021,36980
bmw,135,44189,b,07-2020,36990
bmw,135,71000,b,12-2019,31999
bmw,135,100000,b,04-2013,25000
bmw,135,21900,b,12-2022,38950
bmw,135,35498,b,04-2021,35498
bmw,135,46085,b,01-2021,31690
bmw,135,113189,b,11-2014,23979
bmw,135,24796,b,11-2023,40880
bmw,135,35429,b,02-2021,42780
bmw,135,199000,b,03-2013,17990
bmw,135,120000,b,04-2013,24450
bmw,135,12512,b,04-2023,42480
bmw,135,15597,b,04-2023,41470
bmw,135,69700,b,03-2021,35250
bmw,135,41440,b,03-2020,39980
bmw,135,12000,b,07-2023,42000
bmw,135,16800,b,01-2023,53550
bmw,135,4786,b,09-2023,47999
bmw,135,10000,b,03-2021,30000
bmw,135,41000,b,01-2021,35000
