make,model,mileage,fuel-type,first-registration,price
volkswagen,golf gte,6477,2,05-2021,29242
volkswagen,golf gte,29745,2,01-2022,26690
volkswagen,golf gte,16579,2,02-2022,26840
volkswagen,golf gte,39686,2,05-2021,26950
volkswagen,golf gte,16500,2,04-2022,25660
volkswagen,golf gte,30728,2,02-2021,27830
volkswagen,golf gte,35022,2,03-2022,26680
volkswagen,golf gte,58700,2,02-2021,23950
volkswagen,golf gte,14500,2,06-2022,38000
volkswagen,golf gte,19350,2,03-2022,25880
volkswagen,golf gte,39999,2,04-2022,29990
volkswagen,golf gte,30100,2,02-2022,24980
volkswagen,golf gte,33240,2,02-2022,24760
volkswagen,golf gte,64729,2,05-2021,23530
volkswagen,golf gte,25790,2,12-2021,24888
volkswagen,golf gte,52303,2,05-2021,22990
volkswagen,golf gte,6840,2,04-2022,29760
volkswagen,golf gte,30757,2,05-2022,31580
volkswagen,golf gte,27999,2,07-2021,23850
volkswagen,golf gte,35093,2,06-2022,29870
volkswagen,golf gte,55670,2,06-2021,24880
volkswagen,golf gte,11960,2,03-2022,26940
volkswagen,golf gte,59283,2,03-2022,29870
volkswagen,golf gte,35500,2,11-2020,24380
volkswagen,golf gte,19999,2,06-2022,29410
volkswagen,golf gte,47247,2,03-2022,31220
volkswagen,golf gte,27140,2,04-2022,32480
volkswagen,golf gte,14300,2,06-2021,26750
volkswagen,golf gte,34622,2,03-2022,28250
volkswagen,golf gte,22397,2,05-2021,25590
volkswagen,golf gte,51690,2,05-2021,23880
volkswagen,golf gte,123805,2,07-2021,24880
volkswagen,golf gte,23301,2,12-2022,27440
volkswagen,golf gte,23800,2,06-2021,23980
volkswagen,golf gte,19990,2,01-2022,27480
volkswagen,golf gte,21011,2,07-2022,27740
volkswagen,golf gte,58700,2,02-2021,23950
volkswagen,golf gte,25564,2,01-2022,26280
volkswagen,golf gte,45603,2,03-2022,29350
volkswagen,golf gte,31303,2,03-2022,27800
volkswagen,golf gte,35000,2,12-2022,27980
volkswagen,golf gte,42736,2,04-2022,30290
volkswagen,golf gte,41699,2,03-2022,27000
volkswagen,golf gte,26746,2,06-2022,28150
volkswagen,golf gte,48673,2,06-2021,23689
volkswagen,golf gte,27040,2,11-2022,28740
volkswagen,golf gte,54311,2,07-2021,23490
volkswagen,golf gte,83305,2,12-2020,25780
volkswagen,golf gte,69700,2,11-2020,23979
volkswagen,golf gte,38937,2,07-2022,27490
volkswagen,golf gte,40795,2,06-2021,24280
volkswagen,golf gte,16490,2,05-2023,34180
volkswagen,golf gte,29544,2,06-2021,24250
volkswagen,golf gte,54100,2,04-2021,22990
volkswagen,golf gte,24600,2,05-2021,29950
volkswagen,golf gte,18148,2,06-2021,30689
volkswagen,golf gte,48606,2,06-2022,31480
volkswagen,golf gte,23648,2,05-2021,24950
volkswagen,golf gte,32435,2,05-2021,26290
volkswagen,golf gte,29960,2,04-2022,25490
volkswagen,golf gte,23550,2,03-2022,28660
volkswagen,golf gte,13990,2,07-2022,30770
volkswagen,golf gte,19750,2,12-2022,28980
volkswagen,golf gte,21690,2,03-2022,26440
volkswagen,golf gte,42100,2,05-2021,23950
volkswagen,golf gte,11900,2,12-2022,36950
volkswagen,golf gte,21990,2,03-2022,32990
volkswagen,golf gte,24900,2,07-2022,30250
volkswagen,golf gte,21310,2,01-2022,25740
volkswagen,golf gte,31973,2,06-2022,25780
volkswagen,golf gte,48900,2,06-2021,23950
volkswagen,golf gte,20219,2,03-2022,26989
volkswagen,golf gte,22667,2,05-2021,25850
volkswagen,golf gte,25190,2,11-2021,24740
volkswagen,golf gte,27609,2,06-2022,31390
volkswagen,golf gte,41184,2,04-2022,26980
volkswagen,golf gte,66113,2,02-2020,22890
volkswagen,golf gte,24693,2,06-2022,28410
volkswagen,golf gte,30350,2,04-2022,26240
volkswagen,golf gte,74511,2,04-2022,27430
volkswagen,golf gte,32490,2,05-2021,24990
volkswagen,golf gte,25631,2,06-2022,28490
volkswagen,golf gte,52796,2,03-2022,27880
volkswagen,golf gte,29616,2,05-2021,28430
volkswagen,golf gte,23631,2,03-2022,29430
volkswagen,golf gte,36865,2,03-2022,28840
volkswagen,golf gte,46214,2,03-2022,27470
volkswagen,golf gte,48455,2,05-2021,28930
volkswagen,golf gte,2500,2,11-2022,43690
volkswagen,golf gte,3500,2,10-2022,36489
volkswagen,golf gte,29274,2,12-2022,27440
volkswagen,golf gte,31864,2,06-2022,29970
volkswagen,golf gte,44800,2,03-2022,28730
volkswagen,golf gte,19045,2,12-2022,33450
volkswagen,golf gte,17800,2,02-2021,27690
volkswagen,golf gte,27563,2,12-2022,30810
volkswagen,golf gte,23799,2,02-2022,25950
volkswagen,golf gte,29787,2,06-2022,34490
volkswagen,golf gte,41225,2,04-2021,27930
volkswagen,golf gte,39999,2,04-2022,30420
volkswagen,golf gte,4900,2,12-2022,39490
volkswagen,golf gte,58500,2,12-2021,28980
volkswagen,golf gte,25858,2,06-2022,25599
